"name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","number_of_reviews_ltm","license"
"Spacious South Austin Getaway",19752181,"Tony And Carrie",null,78745,30.19707,-97.81306,"Entire home/apt",489,2,5,"2021-07-25",1.23,1,40,5,null
"Creekside Casita",19789267,"Barbara",null,78737,30.15793,-97.94311,"Entire home/apt",169,2,265,"2021-10-11",3.34,1,231,43,null
"Funky Austin retreat",19972479,"Hayley",null,78703,30.27824,-97.7539,"Entire home/apt",71,30,27,"2021-10-07",0.4,1,145,5,null
"Entire condo! Downtown! Bike to ACL Festival!",13490996,"Regina",null,78741,30.24417,-97.73395,"Entire home/apt",295,3,6,"2019-03-12",0.07,1,2,0,null
"Perfect for ACL",19897924,"Sandy",null,78759,30.41766,-97.74375,"Entire home/apt",200,1,0,null,null,1,0,0,null
"Downtown Condo at 2020 S Congress with Pool & Gym",1707903,"Stephen",null,78704,30.24357,-97.75246,"Entire home/apt",100,90,3,"2015-05-26",0.04,2,303,0,null
"""Colorful, Dramatic & Luxurious Home""",20083288,"Ben",null,78702,30.25669,-97.72892,"Entire home/apt",999,2,0,null,null,1,0,0,null
"""Sculptor's Guest House,""",20222913,"Sunyong",null,78702,30.25937,-97.69793,"Entire home/apt",120,29,121,"2021-08-25",1.43,1,2,4,null
"Deluxe Digs",10503694,"Christina",null,78703,30.29221,-97.75855,"Entire home/apt",88,30,216,"2020-12-12",2.58,2,0,1,null
"1 Bedroom Home - 4 miles to Downtown!",6655964,"Anna",null,78741,30.23117,-97.71604,"Entire home/apt",149,3,37,"2019-12-29",0.43,1,114,0,null
"#1-Rated  Modern Luxury in Austin - 5BR/4BR",1244317,"Snowflake",null,78704,30.25346,-97.76915,"Entire home/apt",1800,2,43,"2021-08-08",1.05,1,331,6,null
"Visit Austin",9997800,"Ted",null,78721,30.27875,-97.69171,"Entire home/apt",250,1,0,null,null,1,0,0,null
"peaceful space to chillax",20413032,"Diane",null,78745,30.19574,-97.81906,"Private room",75,1,1,"2016-07-02",0.02,1,0,0,null
"East Austin Guest House",12101721,"Patricia",null,78722,30.29864,-97.71233,"Entire home/apt",126,30,83,"2021-07-01",2.02,1,12,3,null
"New Townhome steps to S. Congress",3769789,"Chris",null,78704,30.24907,-97.75425,"Entire home/apt",2000,360,2,"2015-03-19",0.02,2,363,0,null
"""Stylish duplex with private washer/dryer, full kitchen, and fenced courtyard!""",1488733,"Vacasa Texas",null,78704,30.24837,-97.77625,"Entire home/apt",186,1,70,"2021-09-09",1.25,21,344,14,null
"Quiet Casita on Annie Street",20518039,"Cressida",null,78704,30.24722,-97.75844,"Entire home/apt",400,4,48,"2021-09-18",1.94,1,298,9,null
"""Cute, central, wonderful home away from home.""",12247268,"Fedora",null,78705,30.29835,-97.74318,"Entire home/apt",75,5,3,"2020-03-16",0.14,1,0,0,null
"Room for rent near UT/Hyde Park",20622469,"Katie",null,78705,30.29852,-97.73066,"Private room",72,1,128,"2016-11-12",1.5,1,0,0,null
"Walk to zilker park/Barton springs",20623863,"Josh",null,78704,30.26007,-97.77327,"Entire home/apt",500,1,0,null,null,1,364,0,null
"Walk to ACL.$350/couple per night",20735391,"Kevin",null,78746,30.27064,-97.79328,"Private room",350,3,0,null,null,1,0,0,null
"Cozy spot in Charming Clarksville",1710670,"Kaley",null,78703,30.28466,-97.75986,"Private room",50,4,2,"2015-07-18",0.03,1,0,0,null
"The 11 Oaks Townhouse in Walkable Downtown Neighborhood",20657590,"Ted",null,78701,30.27368,-97.74652,"Entire home/apt",146,2,258,"2021-09-19",9.95,2,199,37,null
"Downtown Oasis: Suite-Historic Home",20657590,"Ted",null,78701,30.2748,-97.74722,"Private room",127,1,160,"2021-09-21",2.16,2,270,9,null
"Casita Querida dans Ma Maison Chouette",8083527,"Janie",null,78731,30.31425,-97.74973,"Entire home/apt",132,2,125,"2021-10-03",1.78,1,314,26,null
"**Modern space near Downtown- sleeps 5 *",5440877,"Bradley",null,78704,30.23773,-97.77832,"Entire home/apt",135,3,100,"2021-10-10",2.12,1,51,14,null
"Be Inspired by This Artistic Home near Rainey Street",802614,"Amit",null,78702,30.2561,-97.73468,"Entire home/apt",499,2,241,"2021-10-03",2.83,4,341,40,null
"**Cozy 2 bedroom cottage 5 mins Downtown sleeps 5",7567467,"Chalu",null,78704,30.23708,-97.77971,"Entire home/apt",150,2,11,"2021-09-26",0.13,10,13,6,null
"Charming Zilker Bungalow",4587120,"Rick",null,78704,30.2554,-97.77212,"Entire home/apt",159,2,62,"2021-04-25",0.84,1,0,2,null
"Austin DownTown+LakeAustin+ZilkerPark+MuniGolf",2016775,"Louis",null,78703,30.29366,-97.77791,"Entire home/apt",202,5,19,"2021-10-11",0.26,1,0,7,null
"Modern Masterpiece near Lake Austin",13506548,"Cole",null,78730,30.35971,-97.80315,"Entire home/apt",495,4,0,null,null,1,0,0,null
"Cozy Cottage Near University and DT",10293287,"Ann",null,78705,30.29805,-97.73215,"Entire home/apt",222,1,65,"2021-09-05",0.82,5,320,9,null
"Retro Chic In The Heart Of Downtown",4929310,"Ryan",null,78701,30.26635,-97.74229,"Entire home/apt",193,1,110,"2021-09-18",1.31,28,320,11,null
"Swanky 4th Street Loft Condo",4929310,"Ryan",null,78701,30.26455,-97.74162,"Entire home/apt",423,1,194,"2021-09-19",2.48,28,299,15,null
"""Eastside Oasis - Near Train, UT, DT""",1975748,"Meredith",null,78702,30.27876,-97.70569,"Entire home/apt",129,1,366,"2021-09-18",305,5,338,76,null
"Downtown Austin Condo for SXSW 2018",12086926,"Ely",null,78702,30.25541,-97.73451,"Entire home/apt",299,2,3,"2017-03-15",0.04,1,0,0,null
"Stroll to Local Restaurants from a Unique Modern Home",4580592,"Jackie",null,78751,30.30479,-97.72234,"Entire home/apt",154,2,139,"2021-10-04",4.53,1,310,13,null
"Vibrant Crestview Apartment",21062087,"Rico",null,78757,30.34473,-97.73888,"Entire home/apt",79,2,15,"2020-10-31",0.68,2,0,1,null
"Vintage Bungalow in Central Austin",3113937,"Caroline",null,78751,30.31003,-97.71831,"Entire home/apt",264,1,25,"2021-06-21",0.31,1,360,1,null
"Bright sunny 2/1 across the street from Zilker",579290,"Jay",null,78704,30.26149,-97.76949,"Entire home/apt",157,3,109,"2021-10-11",2.54,24,293,21,null
"South Austin Casa Sparkling clean/super cute.",21144180,"Peter",null,78745,30.22291,-97.77774,"Entire home/apt",132,2,190,"2021-10-04",3.81,1,48,30,null
"East Austin Bungalow",21149262,"Julie",null,78741,30.23007,-97.69485,"Entire home/apt",150,30,18,"2021-09-13",0.3,1,282,3,null
"4 Bed Walking Distance to ACL",21155894,"Kristofer",null,78704,30.25587,-97.75151,"Entire home/apt",2100,3,0,null,null,1,0,0,null
"South Austin Retreat!",1840480,"Scott & Sally",null,78745,30.2126,-97.79052,"Entire home/apt",467,4,5,"2015-11-01",0.07,11,3,0,null
"Charming Craftsman Home Close to a Historic Pool",20868075,"Melissa",null,78703,30.27822,-97.77252,"Entire home/apt",838,2,103,"2021-10-04",1.63,2,343,5,null
"""Awesome House in Hip, Central Area""",5726806,"Mari",null,78751,30.31526,-97.71876,"Entire home/apt",390,4,0,null,null,1,0,0,null
"New listing! Austin retreat w/modern touches/free WiFi/full kitchen - near parks",1488733,"Vacasa Texas",null,78704,30.24536,-97.74201,"Entire home/apt",194,1,167,"2021-09-06",2.45,21,362,9,null
"""House. SW Austin 2Bed1Ba, SXSW, ACL""",21224707,"James",null,78736,30.23514,-97.9381,"Entire home/apt",97,1,16,"2017-12-18",0.26,1,0,0,null
"3 bedroom/2 full bath/Large Yard/Screened Patio",1840480,"Scott & Sally",null,78758,30.35498,-97.70966,"Entire home/apt",442,4,51,"2021-09-08",0.85,11,168,7,null
"Modern 3 Story Luxury Townhouse on South Congress",9142975,"Cassady",null,78704,30.2408,-97.75154,"Entire home/apt",375,2,15,"2019-02-18",0.31,1,0,0,null
"Barton Hills Zilker Exceptional Condo",87337,"Steve And Vicki",null,78704,30.261789,-97.775856,"Entire home/apt",95,30,9,"2021-09-11",0.11,1,267,3,null
"Creekside Home",21289508,"Don",null,78704,30.25261,-97.75446,"Entire home/apt",600,2,0,null,null,1,0,0,null
"""NW Austin house Apple, ACL, perfection""",5325474,"Melanie",null,78729,30.44697,-97.75928,"Entire home/apt",213,28,40,"2021-03-21",1.83,1,264,5,null
"Nice Apartment on S. Congress",21362514,"Pierce",null,78704,30.25261,-97.7474,"Entire home/apt",400,2,0,null,null,1,0,0,null
"Spacious Austin 2/2 Perfect for ACL",362214,"Brenton",null,78759,30.37433,-97.75867,"Entire home/apt",300,1,0,null,null,1,0,0,null
"Beautiful 3BR Townhouse in Central Austin",6645441,"Anna",null,78723,30.29892,-97.70137,"Entire home/apt",200,2,48,"2017-09-25",0.6,1,0,0,null
"Explore Austins hottest Hood/French-inspired decor",21382575,"Whitney",null,78704,30.23899,-97.7634,"Entire home/apt",350,3,49,"2021-09-09",0.61,2,99,3,null
"""Monthly! Safe, Comfortable SuperHost Home""",12426659,"Patrick",null,78748,30.1885,-97.82248,"Private room",30,31,34,"2020-04-17",0.47,2,312,0,null
"Hip East Austin Escape with Pilates room",1873684,"Merita",null,78702,30.26508,-97.70312,"Entire home/apt",135,7,41,"2020-01-02",1.3,1,0,0,null
"Barton Hills Hideaway! Walk to ACL!",500123,"Liz",null,78704,30.25655,-97.77932,"Entire home/apt",173,2,7,"2021-10-11",0.08,1,14,5,null
"Hidden Spring",21462194,"Joaquin",null,78704,30.25979,-97.77298,"Entire home/apt",125,5,1,"2018-07-09",0.03,1,0,0,null
"Apartment available for for ACL",916736,"Cavason",null,78745,30.22165,-97.79177,"Entire home/apt",150,1,0,null,null,1,0,0,null
"Quaint Apartment Near Downtown",16870173,"Paxton",null,78741,30.23755,-97.71685,"Private room",30,1,1,"2015-07-25",0.01,1,0,0,null
"""Cozy, quiet condo in heart of city.""",16675705,"Joey",null,78703,30.28534,-97.76376,"Entire home/apt",60,30,135,"2021-07-28",1.8,1,131,1,null
"Gorgeous Condo (ACL Ideal Location)",21531168,"Michael",null,78703,30.27615,-97.76403,"Entire home/apt",650,1,0,null,null,1,0,0,null
"Room in Beautiful South Austin Home",21536149,"Jake Thomas",null,78748,30.18544,-97.80978,"Private room",50,1,2,"2016-07-04",0.02,1,0,0,null
"Quiet loft/condo in hip East Austin",21519905,"Kristen",null,78702,30.26075,-97.72568,"Entire home/apt",89,2,38,"2018-09-30",0.45,1,0,0,null
"""Amazing Home for ACL, near Downtown""",440453,"Ricky",null,78704,30.23571,-97.76411,"Entire home/apt",750,83,0,null,null,1,363,0,null
"SoCo Loft style apartment",10182576,"Jason",null,78704,30.22392,-97.75439,"Entire home/apt",99,30,60,"2021-09-25",0.7,3,307,5,null
"Cycle Along Trails near an Arty Loft in East Austin",21615823,"Joe And Susan",null,78702,30.2554,-97.72561,"Entire home/apt",134,2,288,"2021-10-12",3.56,1,0,17,null
"Creekside Cottage near Lake Austin",21637441,"Katheryn",null,78733,30.339581,-97.852844,"Entire home/apt",200,2,82,"2021-10-10",1.86,1,332,9,null
"""Downtown Treetop Hideaway- SXSW, 6th St, UT Campus""",2934425,"Brett",null,78701,30.27912,-97.74591,"Entire home/apt",137,2,589,"2021-10-11",7.66,7,62,68,null
"""Bright, Cheerful 2BR Duplex!""",4159206,"Priya",null,78704,30.23998,-97.7801,"Entire home/apt",98,2,17,"2019-04-28",0.31,2,0,0,null
"""SxSW, ACL central apt &lots charm!""",6364170,"Adriana",null,78703,30.2957,-97.78194,"Entire home/apt",150,3,0,null,null,2,0,0,null
"Sweet Space | Close Rainey St. | Walk to Eateries",2064443,"Sarah",null,78702,30.25805,-97.73169,"Entire home/apt",135,2,262,"2021-10-11",3.09,1,101,29,null
"""The Littlefields by Lodgewell, Corner Loft Trio of Balconies""",15782486,"Lodgewell",null,78701,30.26786,-97.74274,"Entire home/apt",405,1,141,"2021-09-09",4.66,34,151,25,null
"Charming condo overlooking Zilker",21682579,"Allison",null,78704,30.26192,-97.77035,"Entire home/apt",300,2,0,null,null,2,0,0,null
"Relaxing Spacious Downtown South",3517669,"George",null,78745,30.22099,-97.77479,"Entire home/apt",301,2,191,"2021-10-11",2.38,1,175,46,null
"The Littlefields by Lodgewell > Three Huge Balconies & Views",15782486,"Lodgewell",null,78701,30.2671,-97.74065,"Entire home/apt",396,1,133,"2021-09-25",1.61,34,163,14,null
"The Littlefields by Lodgewell | Chic Loft | A2",15782486,"Lodgewell",null,78701,30.26912,-97.74287,"Entire home/apt",270,1,179,"2021-09-22",8.55,34,162,20,null
"The Littlefields by Lodgewell | Great Location B2",15782486,"Lodgewell",null,78701,30.26702,-97.74265,"Entire home/apt",279,1,150,"2021-08-30",2.16,34,171,1,null
"The Littlefields by Lodgewell | City Loft | B7",15782486,"Lodgewell",null,78701,30.26676,-97.74245,"Entire home/apt",338,1,124,"2021-09-27",1.72,34,172,4,null
"""Elegant and well-equipped cottage w/sunroom, great location, free WiFi""",1488733,"Vacasa Texas",null,78703,30.2799,-97.76319,"Entire home/apt",235,2,73,"2021-10-07",0.92,21,346,11,null
"""Quirky, Rustic Home close to Downtown""",9328324,"Roland",null,78723,30.32094,-97.68543,"Entire home/apt",114,2,337,"2021-09-26",9.78,2,238,22,null
"2-Bedroom Luxury Condo by Barton Springs",10547260,"James",null,78704,30.25683,-97.77183,"Entire home/apt",549,2,0,null,null,1,360,0,null
"Walk to ACL",4933753,"Jeremy",null,78703,30.28365,-97.75847,"Entire home/apt",500,1,0,null,null,1,0,0,null
"""Stylish Guest House-ACL, F1...""",12868923,"Roanna",null,78756,30.32313,-97.74235,"Entire home/apt",125,2,54,"2021-10-04",0.68,1,293,9,null
"1-bedroom apartment close to ACL",10921161,"Jeff",null,78746,30.25708,-97.79326,"Entire home/apt",250,2,0,null,null,1,0,0,null
"Entire Apt ON Town Lake 4 ACL",21890477,"Jd",null,78704,30.26413,-97.76126,"Entire home/apt",5000,2,7,"2016-10-04",0.08,2,365,0,null
"""Great 1 Bed, 2 Bath Apartment ACL!""",21893791,"Ben",null,78746,30.25941,-97.7898,"Entire home/apt",400,1,0,null,null,1,0,0,null
"Fantastic house: huge kitchen&porch",1575610,"Nathalie",null,78745,30.21308,-97.80978,"Entire home/apt",150,30,25,"2021-04-18",0.3,1,231,2,null
"Very Cozy 1BD with Parking",21923273,"Saurabh",null,78704,30.26063,-97.77304,"Private room",90,1,22,"2021-08-17",0.51,2,77,7,null
"TinyTiny1 House -EZ in SxSAustin",1568741,"Jim O'",null,78745,30.20988,-97.76899,"Private room",44,3,68,"2021-10-04",0.91,12,359,18,null
"Quaint S. Austin/Downtown Bungalow",143535881,"Jake",null,78704,30.25953,-97.75384,"Entire home/apt",400,5,6,"2021-06-27",0.07,1,42,3,null
"Trendy east downtown apartment",7352542,"Alexandra",null,78702,30.27085,-97.73234,"Entire home/apt",175,1,3,"2015-09-27",0.04,1,0,0,null
"Chicken Coop Tiny Cottage",21937265,"Jay And Jayne",null,78757,30.35756,-97.74281,"Entire home/apt",75,5,375,"2021-10-14",4.44,1,0,24,null
"Central Austin Home",4906697,"Collin",null,78703,30.27364,-97.75875,"Entire home/apt",1000,1,0,null,null,1,0,0,null
"Rent for ACL.. 1.5 m from ZILKER!!!",21960926,"Missy",null,78746,30.25668,-97.78975,"Entire home/apt",400,1,0,null,null,1,364,0,null
"18th and West Ave bed&bath in 2/2",4496779,"Nicole",null,78705,30.28305,-97.74615,"Private room",350,1,1,"2015-03-22",0.01,1,0,0,null
"Cool studio in groovy central Austin",4779911,"Jeanne Claire",null,78756,30.32605,-97.73279,"Entire home/apt",71,1,196,"2021-10-11",2.92,1,27,23,null
"Luvitere",1653992,"Shanon",null,78744,30.15932,-97.77946,"Private room",62,30,36,"2019-08-09",0.45,1,287,0,null
"Entire Apt ON Town Lake",21890477,"Jd",null,78704,30.26426,-97.76188,"Entire home/apt",1499,2,2,"2016-10-10",0.03,2,365,0,null
"2 BR Hardwood House",22011023,"Wade",null,78752,30.32886,-97.71752,"Entire home/apt",200,1,0,null,null,1,0,0,null
"Great Apt Walking To Everything!",9136151,"Michael",null,78704,30.25311,-97.74704,"Entire home/apt",700,1,0,null,null,1,0,0,null
"Great 2 bed. Walk to ACL/6th Street",22025268,"Patrick",null,78704,30.25311,-97.74906,"Entire home/apt",500,2,0,null,null,1,0,0,null
"Room for Rent in Central Austin",22027187,"Janelle",null,78703,30.3074,-97.75364,"Private room",50,1,0,null,null,1,0,0,null
"Long Term Rental w/ River Access & all Amenities",27557590,"Tess",null,78725,30.25883,-97.66887,"Entire home/apt",159,30,55,"2019-03-13",1.37,1,0,0,null
"Mid-century Getaway",4723252,"Margaret",null,78723,30.31173,-97.68145,"Private room",106,2,5,"2017-07-04",0.06,1,0,0,null
"1 bedroom w/ private bath",22055850,"Aj",null,78704,30.24042,-97.78804,"Private room",225,1,0,null,null,1,0,0,null
"""Clean, Cute & Comfy in N Austin!""",14339988,"Ruby",null,78727,30.42803,-97.69553,"Private room",44,30,154,"2021-07-25",1.97,2,225,5,null
"SXSW North Central 2BD with Parking",22091235,"Nigel & Kayla",null,78751,30.32014,-97.72779,"Entire home/apt",250,4,0,null,null,1,0,0,null
"1BD Treehouse Hyde Park",5350399,"Chris",null,78705,30.2971,-97.73246,"Private room",80,1,6,"2018-05-27",0.07,2,0,0,null
"Renovated 1940s Bungalow in the Heart of Central East Austin",4018268,"Bradley",null,78702,30.28079,-97.71166,"Entire home/apt",166,1,243,"2021-09-25",5.03,2,318,74,null
"Family Friendly 3/2-Heart of Austin",4942000,"Shannon",null,78757,30.34601,-97.72367,"Entire home/apt",200,3,17,"2016-07-05",0.2,1,0,0,null
"Adagio Room B & BBQ",21987980,"Sam",null,78748,30.18354,-97.82885,"Private room",47,30,57,"2021-08-15",0.73,5,338,4,null
"""Modern, cozy 1bd/1ba Downtown!""",22241503,"Patrick",null,78704,30.25755,-97.74887,"Entire home/apt",400,1,1,"2016-03-17",0.01,1,0,0,null
"Quiet Mid Century Refuge with Fenced Yard",80406,"Dani",null,78704,30.24113,-97.74168,"Entire home/apt",204,1,162,"2021-09-26",5.45,12,122,28,null
"Aztec Room B & BBQ",21987980,"Sam",null,78748,30.1844,-97.82971,"Private room",47,30,43,"2021-08-07",0.6,5,194,4,null
"Private Guest House - Central/Rosedale",21153184,"Aaron And Leigh",null,78756,30.31125,-97.74759,"Entire home/apt",117,1,310,"2021-09-26",10.34,1,0,46,null
"2 Cozy Bedrooms- 25 min. from Race.",22268233,"Brandon",null,78739,30.1419,-97.85239,"Entire home/apt",400,1,0,null,null,1,0,0,null
"""East Austin, beautiful 3/2 bungalow""",795079,"Brad",null,78702,30.27759,-97.71461,"Entire home/apt",395,1,12,"2017-08-30",0.15,1,0,0,null
"Luxury Apartment",22340703,"Ceclie",null,78723,30.29909,-97.70703,"Entire home/apt",400,1,0,null,null,1,0,0,null
"ACL Weekend 2: Great Townhouse in South Austin",9106106,"Katie",null,78704,30.23061,-97.7718,"Entire home/apt",175,2,0,null,null,1,0,0,null
"[Formula 1] Garage apt. Deep Eddy",22380612,"Tyler",null,78703,30.28335,-97.77218,"Entire home/apt",150,1,1,"2016-12-31",0.02,1,0,0,null
"Close to Everything & On a Creek",249837,"Molly",null,78745,30.22561,-97.79748,"Entire home/apt",275,2,62,"2021-06-20",1.06,1,104,3,null
"Private Home in Mueller Neighborhood ATX! 3/2.5",22509155,"Jason",null,78723,30.2924,-97.69949,"Entire home/apt",299,3,29,"2021-09-19",0.43,1,149,7,null
"Comfortable room for rent in new home",22530745,"Brandi",null,78724,30.26288,-97.58637,"Private room",55,2,29,"2021-10-11",7.5,1,0,23,null
"Hill Country Room B & BBQ",21987980,"Sam",null,78748,30.18363,-97.82749,"Private room",47,30,62,"2021-09-30",0.74,5,252,4,null
"Penthouse Apartment near Downtown",22565993,"Karma",null,78746,30.26239,-97.78555,"Entire home/apt",1000,1,0,null,null,1,0,0,null
"The Greenhouse",12427478,"Adam And Ashley",null,78702,30.27674,-97.71901,"Entire home/apt",220,3,296,"2021-10-10",5.98,3,190,26,null
"1 BR 1 Bath DT Apt [W/D in unit]",21791967,null,null,78704,30.25492,-97.74532,"Entire home/apt",75,1,1,"2015-08-13",0.01,1,0,0,null
"Modern Spacious Studio in Guest Suite near Zilker Park",22623789,"Ira And Terri",null,78704,30.25949,-97.76741,"Private room",175,2,198,"2021-10-10",2.64,2,324,25,null
"2 bed 2 bath condo near Downtown!",22732623,"Jeff",null,78704,30.23816,-97.74086,"Entire home/apt",250,1,1,"2016-03-17",0.01,1,0,0,null
"3/1 Home for F1 Next to DT Austin",14811217,"Matthew",null,78704,30.25978,-97.7621,"Entire home/apt",550,1,0,null,null,1,0,0,null
"FFF/ACL Austin Family Getaway",6608793,"Ann",null,78745,30.20118,-97.80814,"Entire home/apt",196,2,1,"2015-03-20",0.01,1,0,0,null
"Camp Congress (Safari)",22857707,"Miles",null,78704,30.25494,-97.747,"Entire home/apt",125,2,66,"2021-08-05",0.78,8,62,18,null
"Camp Congress (Land Yacht)",22857707,"Miles",null,78704,30.25355,-97.74624,"Entire home/apt",125,2,35,"2021-03-28",0.48,8,66,1,null
"Charming Cottage close to Domain",5683405,"Patty",null,78759,30.4149,-97.73722,"Entire home/apt",79,2,8,"2018-08-27",0.17,1,0,0,null
"Cosy and Open 4/2 with Loft on Greenbelt",22738209,"Lisa",null,78728,30.44667,-97.68241,"Entire home/apt",389,5,6,"2021-04-18",0.93,6,360,2,null
"Comfortable 1BR Convenient to All",3363595,"Willie",null,78751,30.30787,-97.73347,"Private room",160,1,0,null,null,1,0,0,null
"Amazing 1 BdRm + Lil Trailer 2nd BdRm add'l cost",1761915,"Charm",null,78704,30.23605,-97.74473,"Entire home/apt",122,2,174,"2021-10-10",2.58,2,254,33,null
"Beautiful Brand New Condo",8197854,"Paul",null,78702,30.27652,-97.71063,"Entire home/apt",629,1,2,"2015-06-09",0.02,1,363,0,null
"Camp Congress (Flying Cloud)",22857707,"Miles",null,78704,30.25371,-97.74629,"Entire home/apt",125,2,69,"2021-05-10",0.82,8,62,12,null
"Camp Congress -Globe Trotter",22857707,"Miles",null,78704,30.25387,-97.74663,"Entire home/apt",110,2,57,"2021-08-19",3.77,8,61,7,null
"Central Austin Oasis",23148741,"Stewart",null,78704,30.25782,-97.78285,"Entire home/apt",199,2,79,"2021-09-12",0.99,1,0,8,null
"Great 3/2 in Austin's Wells Branch Neighborhood!",22738209,"Lisa",null,78728,30.44656,-97.68459,"Entire home/apt",345,3,10,"2021-05-31",0.13,6,353,5,null
"Fab 5 bedroom house- for SXSW!!",23254229,"Carley",null,78703,30.28351,-97.77023,"Entire home/apt",1500,5,0,null,null,1,0,0,null
"WALKING DISTANCE TO RAINEY & 6TH ST",12131518,"Zachary",null,78702,30.26224,-97.734,"Entire home/apt",250,1,4,"2017-11-28",0.06,1,0,0,null
"Camp Congress",22857707,"Miles",null,78704,30.25382,-97.74681,"Entire home/apt",1500,2,29,"2019-06-30",0.45,8,273,0,null
"5 MIN FROM ZILKER Huge 1BR SOCO Luxury FOR SXSW",6058112,"Jes",null,78704,30.23661,-97.75602,"Entire home/apt",170,2,10,"2017-05-28",0.15,1,0,0,null
"The Cathédrale",22773046,"Eli",null,78723,30.31706,-97.6831,"Entire home/apt",10000,30,3,"2015-05-23",0.04,1,0,0,null
"3 BR Barcelona Modern Off S 1st",23566680,"Molly",null,78704,30.24682,-97.75496,"Entire home/apt",262,2,131,"2018-07-14",1.85,1,0,0,null
"Art-Filled Sanctuary House Hidden Among the Trees",9369892,"Lucy",null,78757,30.33689,-97.74845,"Entire home/apt",396,3,14,"2019-11-30",0.25,2,227,0,null
"Your Downtown Home!",23786982,"Sarah And Steve",null,78702,30.25513,-97.73309,"Entire home/apt",300,2,41,"2021-08-08",0.52,2,42,2,null
"1 bedroom apt south Austin",23827162,"Laurie",null,78704,30.23889,-97.79033,"Entire home/apt",120,1,13,"2017-10-08",0.16,1,0,0,null
"The Winehouse above Barton Springs",4882441,"Valentina",null,78704,30.2616,-97.76557,"Entire home/apt",186,4,3,"2021-10-11",0.04,2,4,2,null
"Top floor Patio View; King bed; 2 blks to Zilker!",15219795,"Cynthia",null,78704,30.25976,-97.77286,"Entire home/apt",161,3,60,"2021-10-04",1.43,9,240,2,null
"Light and Joy in Heart of Austin with Peaceful Library",21607195,"Pixie",null,78704,30.23325,-97.77968,"Private room",689,120,193,"2019-08-20",2.61,6,75,0,null
"""2 twin beds, 15 min to DT, 15 min to Domain""",24219589,"Grace",null,78754,30.35872,-97.66491,"Private room",92,2,2,"2021-09-06",1.33,2,82,2,null
"""Austin, Texas""",17682220,"Cindy",null,78738,30.31618,-97.9173,"Private room",45,2,7,"2016-09-23",0.09,1,0,0,null
"Mindfulness Retreat",3311953,"Sarah",null,78746,30.29113,-97.83632,"Private room",240,2,0,null,null,1,0,0,null
"Relax with Vinyl and Sunlight in Joyful Austin Home",21607195,"Pixie",null,78704,30.23387,-97.77898,"Entire home/apt",853,30,62,"2020-04-09",0.77,6,299,0,null
"Luxe Spa Gem of East Austin!",1157982,"Lyon",null,78702,30.2572,-97.73147,"Entire home/apt",696,4,53,"2021-09-26",0.71,4,316,10,null
"Unique architect-designed home with lap pool",424153,"David",null,78757,30.33809,-97.73347,"Entire home/apt",511,3,8,"2021-10-10",0.19,1,189,1,null
"Luxury Exec Home in North Austin",6263811,"Sam",null,78717,30.49395,-97.79039,"Entire home/apt",105,183,17,"2018-03-17",0.32,1,347,0,null
"""Beautiful, Central 4-Bed Townhouse""",20554304,"David",null,78723,30.30011,-97.70155,"Entire home/apt",299,2,71,"2017-03-28",0.89,1,0,0,null
"Central Austin Treehouse Studio Apt",9542181,"Kim",null,78722,30.28746,-97.72103,"Entire home/apt",131,7,105,"2021-10-08",1.8,1,319,19,null
"Waterfront Condo at Lakeway Resort",24766491,"Vinson",null,78734,30.37585,-97.98502,"Entire home/apt",343,2,2,"2016-07-14",0.03,1,0,0,null
"Superb West Downtown Location!",24771018,"David",null,78703,30.27428,-97.75514,"Entire home/apt",150,1,3,"2015-10-13",0.04,1,0,0,null
"The Global Getaway in Hip East Austin",22895951,"Pallu",null,78702,30.25531,-97.73568,"Entire home/apt",429,2,233,"2021-09-26",4.27,1,214,20,null
"""Downtown Austin Home SXSW, ACL, F1""",24797843,"Paula",null,78703,30.27783,-97.75846,"Entire home/apt",350,3,9,"2019-04-20",0.21,1,309,0,null
"MODERN downtown guest house - Great Location - Great Social Distance Option - Fast Charge Electric Vehicle Charger",10292686,"Brian",null,78703,30.28161,-97.76093,"Entire home/apt",165,2,55,"2021-10-11",2.41,5,1,17,null
"Modern Craftsman Style House",2862517,"Robert",null,78751,30.31176,-97.72936,"Entire home/apt",181,3,220,"2021-10-04",3.46,2,55,29,null
"Cozy Duplex w/attached garage& Yard",24255779,"Shane",null,78704,30.23272,-97.77989,"Entire home/apt",90,1,2,"2016-03-22",0.03,1,0,0,null
"Family Home with yard and playroom",6877708,"Erin",null,78752,30.33115,-97.70926,"Entire home/apt",314,2,30,"2021-06-28",0.37,1,46,8,null
"Modern/rustic eastside retreat",2267961,"Jesse",null,78702,30.27313,-97.72038,"Entire home/apt",223,1,143,"2021-09-12",3.74,2,301,23,null
"""Private Room& bath, easy walk downtown or SoCo (g)""",1804184,"Murray",null,78704,30.24956,-97.75663,"Private room",70,3,32,"2018-05-21",0.76,5,0,0,null
"Walk to ACL - 3bd Modern town house w/ back deck",2936553,"Dan & Davina",null,78704,30.26139,-97.77815,"Entire home/apt",480,3,11,"2017-10-16",0.25,1,0,0,null
